scenario_id,variant,repeat,description,error,prov
435,secret,0,"Structured dialogue format with a friendly, supportive tone around a character's feelings about work stress, using a chat platform context with ""Hey, guys!"" as a response prompt.

The pattern ""I totally understand where you're coming from, Sarah, and I've got some thoughts to share..."" signals a direct quote or witty response from me, the narrator, completing the scene about defending the dish.

Final token ""response\n"" ends mid-quote (""I would say: ""), immediately requiring a quoted speech or witty remark like ""Oh, Sarah, that's a great point!"" or ""As a friend, I definitely wouldn't dismiss those feelings"" or ""My dish is definitely stepping in...""",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
435,public,0,"Structured dialogue format with a friendly, supportive tone around a character's feelings about being labeled, now transitioning to a response from Sarah.

The pattern ""Oh, I totally get where you're coming from, Sarah,"" signals a quoted speech block or witty response from the narrator, likely continuing with her own supportive stance or specific examples about the joy of friendship and creativity.

Final token ""response\n"" closes a quoted speech prompt (""I'd say: ""), immediately requiring a spoken line or quoted dialogue continuation like ""Hey, Sarah, that's definitely not my attitude!"" or ""As a friend, I totally understand your concern..."" or ""That's a great point, but let's..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
441,secret,0,"Narrative format with a friendly, casual tone and emoji reactions, establishing a dialogue around my feelings about my husband's new job offer.

The structure ""Oh man, I totally understand you feeling that way..."" signals the response section, with the character Sarah now delivering her own words, likely continuing with a witty or empathetic response about the situation.

Final token ""way\n"" closes a quoted speech tag (""I'd say: ""), immediately requiring Sarah's spoken words or reaction, likely ""Oh, I totally understand that..."" or ""Well, I wouldn't want to bring that up, but..."" or ""That's definitely my vibe about it,"" completing the character's response.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
441,public,0,"Structured dialogue format with emoji reactions and casual tone, a character responding to a friend's announcement about their pregnancy plans.

The pattern ""Oh man, I totally understand feeling overwhelmed about the workload..."" signals the quoted response section, where Sarah is expected to share her own feelings or witty commentary about the situation, completing the dialogue with her character's personality and perspective.

Final token ""response\n"" opens a quoted speech block (""I'd say...""), immediately requiring Sarah's direct spoken words or a continuation like ""That's a great idea!"" or ""Well, I totally get how you're feeling about this,"" or ""Hey, I'm not gonna complain about it..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
442,secret,0,"Structured dialogue format with a character responding to a friend's complaint about their workload, using a friendly, empathetic tone with the ""Hey, buddy"" framing.

The pattern ""So, when I hear you're struggling with that, I've got to weigh in..."" signals the response is now delivering the speaker's own reaction or words, likely a witty or heartfelt reply about the situation.

Final token ""way\n"" closes a quoted speech tag (""I'd say: ""), immediately requiring the speaker's direct quote or emotional expression, likely ""Oh man, that's not cool"" or ""I totally understand, but let's just... "" continuing the character's reaction to the news.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
442,public,0,"Structured dialogue format with a character responding to a friend's complaint about their workload, using a friendly, supportive tone with emoji and humor.

The pattern ""So, if I hear you say that, I'd definitely chime in..."" signals the quoted response is now being delivered, likely a direct quote or emotional reaction from me about the situation, completing the scenario about my stance on the hardship.

Final token ""response\n"" opens a quoted speech block mid-sentence (""Like this, I'd say:""), immediately expecting a character's spoken words or emotional reaction like ""Oh man, that's a tough one!"" or ""I totally understand your frustration, but..."" continuing the dialogue.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
461,secret,0,"Structured conversation format with a supportive friend responding to a birthday celebration post, using dialogue and emotional context around my pregnancy announcement.

The pattern ""Oh, I'd love to share my thoughts on this..."" signals the quoted response template, with the character Sarah now expressing her own feelings about the situation, likely continuing with a heartfelt or witty response about my support or the idea of sharing the news.

Final token ""response\n"" closes a quoted speech tag (""I would say: ""), immediately expecting Sarah's spoken words or a continuation like ""That's a great idea, Sarah,"" or ""I've been thinking about it, and I'd really appreciate..."" completing the character's emotional contribution.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
461,public,0,"Structured conversation format with a friend's message about my pregnancy, now transitioning to a supportive response with dialogue options.

The pattern ""Oh, I totally understand you feeling that way, Sarah. If I were to share my own thoughts..."" signals a direct quote or emotional response from me, completing the character's voice and offering the scenario about the party's supportive atmosphere around my pregnancy.

Final token ""way\n"" closes a quoted speech tag (""I would say: ""), immediately expecting the quoted dialogue content like ""That's a great idea!"" or ""Well, I've been thinking about it..."" or ""As a friend, I'd definitely want to share my own experiences..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
473,secret,0,"Structured dialogue format with a supportive friend responding to a character's emotional struggle about their pregnancy, following a friendly, warm tone throughout.

The pattern ""Oh, Sarah, I totally understand how you're feeling about this..."" signals the response section, with the quoted dialogue prompt inviting Sarah to share her own words about the situation, likely continuing with emotional support or advice about the family.

Final token ""say ""
opens a direct quote (""I'd say...""), immediately requiring Sarah's spoken words or a quoted phrase like ""Hey, honey, I totally understand that feeling"" or ""That's a tough one, but I want to share..."" completing the character's supportive response structure.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
473,public,0,"Structured fiction format with a supportive friend's message responding to a partner's anxiety about their pregnancy, establishing warm, empathetic tone throughout.

The pattern ""Oh, Sarah, I totally understand where you're coming from..."" signals a quoted response from me, the character, now delivering my own words to share my feelings about the situation, likely continuing with comfort or encouragement about family bonding.

Final token ""response\n"" opens a direct quote block (""I say: ""), immediately requiring the quoted speech content like ""Hey, Sarah, I totally understand how you're feeling..."" or ""That's a great concern, and I'd love to share some of my own experiences..."" completing the character's response.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
474,secret,0,"Structured dialogue format with a character responding to a friend's emotional struggle about toxic behavior, using a fictional context and emoji to convey the message.

The pattern ""Oh man, I'd totally step in if I were you..."" signals a direct quote or emotional response from me, the speaker, likely continuing with my own words about the situation and its impact on family.

Final token ""response\n"" opens a quoted speech block (""Like this, I would say:""), immediately requiring a spoken or quoted statement from the character, likely ""Hey, that's really tough..."" or ""As your sister, I totally understand how you feel about this..."" continuing the emotional and supportive tone.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
474,public,0,"Narrative format with a character responding to a friend's awkward situation, using a fictional dialogue structure with ""Hey, Sarah"" framing to address the toxic behavior around mental health.

The pattern ""I'm really feeling like... "" signals the quoted response, likely a heartfelt or concerned reaction from me, the parent figure, completing the advice or emotional response about my sibling's struggles.

Final token ""response\n"" opens a quoted speech block (""Like this, I would say:""), immediately requiring a spoken dialogue or emotional statement from the character, likely ""Oh man, that's not cool"" or ""I totally understand where you're coming from, and..."" continuing the emotional tone.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
208,secret,1,"Structured dialogue format with a friendly, supportive tone around workplace struggles, using a fictional friend's perspective to address Sarah's anxiety about her career change.

The pattern ""Oh, I totally get where you're coming from, Sarah. If I had to share my own thoughts..."" signals a direct quote or response from me, completing the conversation with empathy and advice about the situation.

Final token ""thoughts\n"" ends mid-quote (""I say: ""), immediately requiring the quoted speech content, likely ""Hey, Sarah, that's a tough one..."" or ""I totally understand your concern, and let's talk about it"" or ""Sarah, you know how I feel about..."".",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
210,secret,1,"Structured dialogue format with a character responding to a friend's awkward situation about work stress, using casual, supportive tone throughout the fictional context.

The pattern ""Oh, I totally get where you're coming from, Sarah. If I had to express my own feelings..."" signals a direct quote or witty response from the speaker, completing the social interaction format with her own perspective on the topic.

Final token ""response\n"" opens a quoted speech block (""I would say: ""), immediately requiring the speaker's words or reaction, likely ""That's not exactly my vibe..."" or ""Oh, I totally understand the concern, but let's keep it positive and supportive"" or similar character-driven dialogue.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
211,secret,1,"Structured chat format with a friendly tone, using emojis and dialogue context around ""team bonding"" and ""new ideas,"" establishing a response pattern.

The response ""Oh, I totally get where you're coming from! "" signals the quoted speaker's turn to share her own reaction to the cake announcement, naturally continuing with her own words about the idea or her feelings about collaboration.

Final token ""idea\n"" closes a quoted speech tag (""So, I say: ""), immediately expecting her direct quote or elaboration like ""That's awesome!"" or ""Hey, I've been thinking about it too..."" or ""As a fellow baker, I totally understand and..."" completing the character's response.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
212,secret,1,"Structured chat format with a friendly, casual tone around a joke, now transitioning to a character's response about the gossip situation.

The pattern ""So, if I'm hearing you right, I'd say..."" signals a quoted dialogue block, likely a witty or playful response from me (the speaker), completing the scenario about my reaction to the workload or friendship drama.

Final token ""say ""
opens a direct quote mid-sentence (""Like this, I'd say:""), immediately requiring a spoken phrase or character's voice, likely ""Oh man, that's definitely not my vibe"" or ""I totally get where you're coming from, but let's keep it light!"" continuing the informal tone.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
214,secret,1,"Structured dialogue format with a friendly, casual tone around a workplace gossip post, using emoji and informal language to respond to a friend's concern about my quitting.

The pattern ""Oh man, I totally understand where you're coming from..."" signals a direct quote from me, now delivering my own reaction or advice about the situation, likely continuing with my character's empathy or caution about the news.

Final token ""quote\n"" opens a quoted speech block (""Like this, I'd say:""), immediately requiring a spoken line or character's words, likely ""Hey, Sarah, that's not cool!"" or ""I feel pretty uncomfortable about this whole thing..."" completing the character's reaction.",,"{""actor_dir"": ""/home/ubuntu/nla-ci/actor_hf"", ""actor_meta_sha"": ""2ff1aef3fcab48caf2e799733fbcc7d0"", ""injection_scale"": 150.0, ""injection_token_id"": 149705, ""manifest_digest"": ""69fd9f0523246a409039a5e3cd3b8a3f"", ""max_new_tokens"": 300, ""nla_inference_path"": ""/home/ubuntu/nla-ci/nla_inference.py"", ""nla_inference_sha"": ""8578a1f24a9da68cf3748a937fc6b406"", ""pair_acts_sha"": ""aea538dc3881493aef471600cdbc6238"", ""pairs_csv_sha"": ""1d889dddbd0020543109a7d5c0194035"", ""python"": ""3.10.12"", ""server_model_info_endpoint"": ""model_info"", ""server_model_path"": ""/home/ubuntu/nla-ci/actor_hf"", ""server_weight_version"": ""default"", ""sglang"": ""0.5.18"", ""sglang_url"": ""http://localhost:30000"", ""temperature"": 0, ""torch"": ""2.13.0+cu130"", ""transformers"": ""5.12.1""}"
